"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2018011602","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124222000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2018072545","04","4","756 STATE ROUTE 56 E","","APOLLO","PA","15613","OLLIVER SERVICE LLC","7244480208","073280","","","","","N","","","","","","U","","A-00119015","","","","","","1","01458324","09"
"2018093661","02","1","PO BOX 21508","","PHOENIX","AZ","850361508","UHAUL COMPANY OF ARIZONA","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","99999999","03"
"2019076356","99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","08"
"2018081055","04","8","345 SIXTH AVE","","PITTSBURGH","PA","15222","ALLEGHENY COUNTY PORT AUTHORITY","4124422000","","","","","","N","","","","","","","","A-00976060","","","","","","1","","11"
"2018093438","02","8","1720 W NORTH AVE","","PITTSBURGH","PA","15223","FIRST STUDENT","4123224449","","","","","","N","","","","","","N","","235843","","","","","","1","00125089","11"
"2018061066","06","3","1210 AIRBRAKE AVE","","TURTLE CREEK","PA","15145","PENNA EQUIPMENT RENTAL","4124757629","073280","","","","","N","","","","","","N","","","","","","","","2","","06"
"2018072713","04","8","345 SIXTH AVE","","PITTSBURGH","PA","15222","ALLEGHENY COUNTY PORT AUTHORITY","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2018017805","04","8","345 SIXTH AVE","","PITTSBURGH","PA","15222","ALLEGHENY COUNTY PORT AUTHORITY","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2018072545","03","99","7101 W 17TH AVE","","GARY","IN","46406","SCHNEIDER NATIONAL CARRIERS INC","9205922000","080000","","","","","N","","","","","","U","","","","","","","","4","00264184","08"
"2018138615","05","3","229 OLD CAUSEWAY RD","","ATLANTIC BEACH","NC","28512","EXPEDITED LOGISTIC SOLUTIONS LLC","9197785777","080000","","","","","N","","","","","","N","","","","","","","","2","02074781","08"
"2018008811","03","4","2930 DUSS AVENUE","","AMBRIDGE","PA","15003","HG VENTURES INC.","7242665216","073280","","","","","N","","","","","","N","","","","","","","","1","02127975","04"
"2018061256","02","1","1821 BEAVER AVE.","","PITTSBURGH","PA","15233","UNITED PARCEL SERVICE INC","8007425877","015200","","","","","N","","","","","","N","","","","","","","","1","00021800","02"
"2018069805","99","8","798 EKASTOWN ROAD","","SARVER","PA","16055","W L ROENIGK INC","7243531515","","","","","","N","","","","","","N","","","","","","","","1","00153855","10"
"2018053470","03","7","121 BRICKYARD RD","","MARS","PA","16046","VOGEL DISPOSAL SERVICES INC","7246251511","073280","","","","","N","","","","","","N","","","","","","","","2","00290052","04"
"2018052964","04","3","2000 COMMERCE LOOP STE","","N HUNTINGDON","PA","15642","ALLEGHENY RECOVERY CORP.","4122605514","073280","","","","","N","","","","","","N","","","","","","","","1","02088083","04"
"2018050654","02","3","PO BOX A","","VALLEY GROVE","WV","19603","NATIONAL ROAD UTILITY SUPPLY INC","7249808795","026000","","","","","N","","","","","","N","","","","","","","","2","00425936","05"
"2018116166","06","2","514 WEST HIGH ST","","WAYNESBURG","PA","15370","LEVINE'S IRON AND METAL INC","7246275939","080000","","","","","N","","","","","","N","","","","","","","","2","00084273","08"
"2018099781","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2018006136","01","3","109 MCCLURE STREET","","DRAVOSBURG","PA","15034","C&D TOWING & RECOVERY","4124699380","018000","","","","","N","","","","","","N","","99999","","","","","","1","00099999","02"
"2018043994","02","8","9 CRESENT ST.","","ETNA","PA","15223","AKS TRANSPORTATION","4127818981","023500","","","","","N","","","","","","U","","9999999999","","","","","","2","99999999","11"
"2018020960","03","99","2 RUTGERS ROAD","","CRAFTON","PA","15205","MONTEVERDES INC","4129229200","026000","","","","","N","","","","","","U","","","","","","","","1","00364385","04"
"2018104053","99","1","PO BOX 21508","","PHOENIX","AZ","85036","U-HAUL CO OF ARIZONA","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","","09"
"2018006544","03","0","4000 CLINE AVENUE","","EAST CHICAGO","IN","46312","PENSKE","3304691254","080000","","","","","N","","","","","","N","","","","","","","","2","00327574","08"
"2018045362","02","3","11040 PERRY HWY","","WEXFORD","PA","150908331","BEST TILE DISTRIBUTORS OF PITTSB","7249356965","010000","","","","","N","","","","","","N","","","","","","","","3","00458101","03"
"2018007375","02","1","971 BRIARSDALE RD","","HARRISBURG","PA","17109","RYDER TRUCK RENTAL INC","7175616022","","","","","","N","","","","","","N","","","","","","","","1","00016130","03"
"2018003382","02","3","4701 ROLAND RD.","","ALLISON PARK","PA","15101","AARMARK LAND MANAGEMENT","4124875191","039500","","","","","N","","","","","","N","","","","","","","","2","01864766","03"
"2018090742","02","1","16 OXFORD ST","","HALEDON","NJ","07508","JJB ENTERPRISE INC","9545630488","","","","","","N","","","","","","N","","118608","","","","","","2","03171325","08"
"2018088723","05","3","5020 THOMS RUN RD","","OAKDALE","PA","15071","INDEPENDENT EQUIPMENT TRANSFER","4122570808","","","","","","N","","","","","","U","","PT-7027X","","","","","","2","00479580","08"
"2018038779","03","8","UNAVAILABLE","","UNAVAILABLE","PA","00000","UNAVAILABLE","0000000000","000000","","","","","N","","","","","","N","","0000000000","","","","","","1","00000000","11"
"2018073497","04","5","13450 SURRISE VALLEY DR","","HERDON","VA","20171","LAFARGE","4129223171","072000","","","","","N","","","","","","N","","","","","","","","1","00323988","09"
"2018127189","02","3","2747 LEGIONVILLE ROAD","","AMBRIDGE","PA","15003","BEEMAC TRUCKING LLC","7242668781","","","","","","N","","","","","","N","","A00116640","","","","","","2","00388467","08"
"2018034787","02","1","18741 SHELDON ROAD","","MIDDLEBURG HEIGHTS","OH","44130","FATHEAD'S BREWERY","4124317433","005020","","","","","N","","","","","","N","","99","","","","","","2","99999999","02"
"2018045595","05","1","12161 S CENTRAL AVE #209","","ALSIP","IL","60803","IMPEL UNION INC","6303660544","080000","","","","","N","","","","","","N","","","","","","","","1","01102122","08"
"2018136817","02","8","1325 SCOTLAND AVENUE","","PUXSUTAWNEY","PA","15767","KRISE TRANSPORTATION","8149386200","014000","","","","","N","","","","","","","","","","","","","","1","00550782","11"
"2018106064","02","3","630 5TH AVENUE","","EAST MCKEESPORT","PA","15035","REDZ TRANSPORT DIVISION LLC","4122998659","019500","","","","","N","","","","","","N","","","","","","","","1","02783524","03"
"2018106064","02","1","1 JOHN STREET","","MCKEES ROCKS","PA","15136","RED DIAMOND TRUCKING COMPANY INC","4127788877","026000","","","","","N","","","","","","N","","","","","","","","2","01738977","03"
"2018008867","02","8","200 HAHN ROAD","","PITTSBURGH","PA","15209","FIRST STUDENT INC","4128313112","","","","","","N","","","","","","N","","","","","","","","1","99999999","11"
"2019001838","02","1","2990 DUSS AVE","","AMBRIDGE","PA","15003","RJ RHODES TRANSIT","7242664322","002470","","","","","N","","","","","","N","","","","","","","","2","00009999","98"
"2018028291","03","1","1-71 NORTH AVENUE EAST","","ELIZABETH","NJ","07201","NEW ENGLAND MOTOR FREIGHT INC","9089650100","080000","","","","","N","","","","","","N","","","","","","","","1","00031120","06"
"2018083244","02","1","12301 CUMBERLAND RD","","FISHERS","IN","46038","US FOODS","8004426414","065952","","","","","N","","","","","","N","","","","","","","","2","00745614","03"
"2018025543","02","8","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY- ALLEGHENY CO.","4125665214","026000","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2018104635","02","8","2235 BEAVER AVE","","PGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2018014252","05","2","4 WOODLAWN RD","","ALIQUIPPA","PA","150011500","ANDREWS LOGISTICS","7243022365","070000","","","","","N","","","","","","N","","","","","","","","1","00736714","06"
"2018024810","05","1","336 W. US30","","VALPARAISO","IN","46385","ARL TRANSPORT LLC","4124613020","080000","","","","","N","","","","","","N","","","","","","","","1","00186375","08"
"2019009354","99","1","2747 LEGIONVILLE","","AMBRIDGE","PA","15003","BEEMAC","9999999999","080000","","","","","N","","","","","","N","","A-00115904","","","","","","1","00267259","08"
"2019009354","99","3","2747 LEGIONVILLE","","AMBRIDGE","PA","15003","BEEMAC","9999999999","080000","","","","","N","","","","","","N","","A-00115904","","","","","","3","00267259","06"
"2018014028","04","8","345 SIXTH AVE","","PITTSBURGH","PA","15222","ALLEGHENY COUNTY PORT AUTHORITY","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2018059503","04","4","2255 ROUTE 217 SOUTH","","BLAIRSVILLE","PA","157174300","TAYLOR SERVICES INC.","7244598900","073280","","","","","N","","","","","","N","","MC125799","","","","","","2","00120871","04"
"2018015185","05","99","7467 OLD 421S","","DEEP GAP","NC","28618","CRITCHER BROTHER PRODUCE","8282620608","080000","","","","","N","","","","","","N","","","","","","","","1","00016456","08"
"2018130116","05","1","14507 FRONTIER RD.","","OMAHA","NE","68138","WERNER ENTERPRISES INC.","4028956640","","","","","","N","","","","","","N","","7575-1","","","","","","1","00053467","06"
"2018044872","02","8","415 REBECCA ST","","MCKEESPORT","PA","15132","PENNSYLVANIA COACH LINES INC","4126640911","029800","","","","","N","","","","","","N","","110334","","","","","","1","00465361","11"
"2018074672","02","4","5143 VILLAVIEW DRIVE","","PITTSBURGH","PA","15236","JBIRDS LANDSCAPING LLC","4122240639","019600","","","","","N","","","","","","N","","","","","","","","3","02139442","03"
"2018080167","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","050000","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2018107578","05","3","1300 CRAFTON BLVD.","","PITTSBURGH","PA","15205","EABRON TRUCK SERVICE INC.","4129219928","080000","","","","","N","","","","","","N","","","","","","","","3","00085172","08"
"2018121729","03","4","3344 CHURCHVIEW AVE","","PITTSBURGH","PA","15227","BALDWIN BOROUGH","4128818000","033000","","","","","N","","","","","","","","","","","","","","1","","04"
"2018139373","05","1","3100 INDUSTRIAL PARKWAY","","JEFFERSONVILLE","IN","47130","RYDER TRUCK RENTAL INC","7245160221","080000","","","","","N","","","","","","N","","","","","","","","2","00165420","08"
"2018011461","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4122377000","","","","","","","","","","","","","","","","","","","","2","00012345","11"
"2018011870","02","3","316 WEST GRAND AVE","","PITTSBURGH","PA","15110","S&J TOWING AND RECOVERY","4125374931","","","","","","N","","","","","","N","","","","","","","","2","01694962","03"
"2018035398","03","3","PO BOX 1774","","DES MOINES","IA","50036","TMC","8002472460","080000","","","","","N","","","","","","N","","","","","","","","2","00087409","06"
"2018078995","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY CO.","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2018009706","02","8","1395 SARVER RD.","","FREEPORT","PA","16229","VALLEY LINES,INC","7242870003","","","","","","N","","","","","","N","","","","","","","","1","00901821","11"
"2018069954","02","1","7903 SALTSBURG RD","","PITTSBURGH","PA","15239","SUPERIOR WINDOWS","4127870533","","","","","","N","","","","","","","","","","","","","","2","00099999","03"
"2018127062","05","1","100-110 W COLUMBIA ST","","SCHUYLKILL HAVEN","PA","17972","EVANS DELIVERY CO, INC","8006667885","080000","","","","","N","","","","","","U","","","","","","","","1","00038111","08"
"2018079134","04","1","8300 LANCASTER-NEWARK R","","BALTIMORE","OH","43105","WARNER EXPRESS LLC","7404673000","080000","","","","","N","","","","","","N","","","","","","","","2","00016130","08"
"2018078864","03","1","UNKNOWN","","UNKNOWN","AZ","99999","U-HAUL","9999999999","","","","","","N","","","","","","U","","","","","","","","2","99999999","99"
"2018136887","02","1","4000 CLINE AVE","","EAST CHICAGO","IN","46312","PENSKE TRUCK LEASING","9085486025","000000","","","","","N","","","","","","N","","","","","","","","2","02438879","03"
"2019009673","05","4","200 NEAL DR","","BLAIRSVILLE","PA","15717","TAYLOR SERVICES INC","7244518901","080000","","","","","N","","","","","","N","","","","","","","","2","00120871","09"
"2018005108","02","1","2 AVENUE AND GREENWOOD STREET","","ALTOONA","PA","16603","WARD TRUCKING","4128283777","031000","","","","","N","","","","","","N","","68795","","","","","","1","00008485","03"
"2018121135","02","3","100 GLOBAL VIEW DR","","PITTSBURGH","PA","15086","MR FLUSH LLC","4125802829","017950","","","","","N","","","","","","N","","","","","","","","2","02505332","05"
"2018077266","03","2","11815 W BRADLEY RD","","MILWAUKEE","WI","53224","QUICK FUEL FLEET SERVICES LLC","8005226287","","3","3","","","Y","1","1","","","","N","","","","","","","","1","00469011","04"
"2018086541","03","7","370 N MAIN ST","","SMYRNA","DE","19977","JOCCCA EQUIP RENTAL LLC","3023761830","073280","","","","","N","","","","","","N","","","","","","","","1","02592941","04"
"2018086541","05","3","370 N MAIN ST","","SMYRNA","DE","19977","JOCCCA EQUIP RENTAL LLC","3023761830","080000","","","","","N","","","","","","N","","","","","","","","2","02592941","08"
"2018043846","99","3","7587 FRANKLIN RD","","CRANBERRY TWP","PA","16066","STATE PIPE SERVICE INC","7245383900","080000","","","","","N","","","","","","N","","","","","","","","2","00437396","06"
"2018014034","02","8","60 54TH STREET","","PITTSBURGH","PA","15201","A1 TRANSIT","4127932700","","","","","","N","","","","","","N","","","","","","","","2","00999999","11"
"2018048750","04","4","1251 RUSSELLTON RD, PO","","CHESWICK","PA","15024","TESONE TRANSPORT INC","7242742250","074900","","","","","N","","","","","","N","","","","","","","","2","00507931","04"
"2018017509","02","1","1821 BEAVER AVE","","PITTSBURGH","PA","15233","UNITED PARCEL SERVICE","4122376657","","","","","","N","","","","","","","","","","","","","","2","00000000","99"
"2018024214","05","99","RD 1 BOX 124","","MARTINSBURG","PA","16662","METZLER BROS INC","7243160517","080000","","","","","N","","","","","","N","","","","","","","","1","00372716","08"
"2018028775","03","1","2903 SOUTH ENGLISH STATION RD.","","LOUISVILLE","KY","40299","DUNCAN ENTERPIRSES INC.","5022125510","080000","","","","","N","","","","","","N","","","","","","","","1","00312282","08"
"2018055791","05","3","80 SUNRISE RD","","SCHUYLKILL HAVEN","PA","17972","RANDALL REED","7177987268","080000","","","","","N","","","","","","N","","","","","","","","1","00910852","08"
"2018101368","99","1","514 COREY AVE","","BRADDOCK","PA","15104","VITO MIELE","9999999999","014050","","","","","N","","","","","","N","","","","","","","","1","","09"
"2018091529","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","","","A-00976060","","","","","","1","","11"
"2018004211","02","99","466 W MIDDLE TPKE 21U","","MANCHESTER","CT","06040","USA CT 24 7 TRANSPORT LLC","8603309663","","","","","","N","","","","","","U","","","","","","","","1","03060181","98"
"2018048354","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4125665214","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2019033277","99","99","123 DONT KNOW","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","99"
"2018118038","99","7","73 W NOBLESTOWN RD","","CARNEGIE","PA","15106","BFI WASTE SERVICES","9999999999","073280","","","","","N","","","","","","N","","","","","","","","2","","99"
